City,County,Zipcode,Total Population 2016,Total Population 2016 Margin of Error,Total Unemployment 2016,Total Unemployment 2016 margin of Error,Age Group 16-19 2016,Age Group 16-19 2016 Margin of Error,Age Group 16-19 2016 Unemployment,Age Group 16-19 2016 Unemployment Margin of Error,Age Group 20-24 2016,Age Group 20-24 2016 Margin of Error,Age Group 20-24 2016 Unemployment,Age Group 20-24 2016 Unemployment Margin of Error,Age Group 25-29 2016,Age Group 25-29 2016 Margin of Error,Age Group 25-29 2016 Unemployment,Age Group 25-29 2016 Unemployment Margin of Error,Age Group 30-34 2016,Age Group 30-34 2016 Margin of Error,Age Group 30-34 2016 Unemployment,Age Group 30-34 2016 Unemployment Margin of Error,Age Group 35-44 2016,Age Group 35-44 2016 Margin of Error,Age Group 35-44 2016 Unemployment,Age Group 35-44 2016 Unemployment Margin of Error,Age Group 45-54 2016,Age Group 45-54 2016 Margin of Error,Age Group 45-54 2016 Unemployment,Age Group 45-54 2016 Unemployment Margin of Error,Age Group 55-64 2016,Age Group 55-64 2016 Margin of Error,Age Group 55-64 2016 Unemployment,Age Group 55-64 2016 Unemployment Margin of Error,Age Group 60-64 2016,Age Group 60-64 2016 Margin of Error,Age Group 60-64 2016 Unemployment,Age Group 60-64 2016 Unemployment Margin of Error,Age Group 65-74 2016,Age Group 65-74 2016 Margin of Error,Age Group 65-74 2016 Unemployment,Age Group 65-74 2016 Unemployment Margin of Error,Age Group 75+ 2016,Age Group 75+ 2016 Margin of Error,Age Group 75+ 2016 Unemployment,Age Group 75+ 2016 Unemployment Margin of Error
Pueblo,Pueblo,81004,20917.0,750.0,11.3,2,1211.0,224.0,38.4,10.9,1955.0,315.0,14,6.7,1875.0,287.0,7.9,4.8,1871.0,247.0,12.1,5,2734.0,341.0,8.3,4.5,3340.0,287.0,12.5,4.8,1946.0,248.0,8.4,4,1693.0,186.0,2.7,2.8,2439.0,196.0,6.6,6.3,1853.0,169.0,8.7,11.4
Pueblo,Pueblo,81005,24099.0,754.0,8.3,1.7,1474.0,231.0,20.7,12.2,1617.0,360.0,16.1,7.8,1820.0,329.0,17.5,8.1,1986.0,280.0,5.4,3,3120.0,351.0,8.2,4.2,3491.0,320.0,5.3,2.4,2197.0,271.0,4.4,3.1,1990.0,252.0,2.4,2,3323.0,247.0,2.4,3.1,3081.0,298.0,5.1,8
Pueblo,Pueblo,81006,9615.0,398.0,9.3,2.2,651.0,133.0,33,15.8,639.0,163.0,9.1,8.5,529.0,156.0,5.3,8.7,528.0,140.0,11.4,8.9,1370.0,171.0,7,4.2,1714.0,210.0,7.7,3.6,898.0,166.0,8.7,7.6,952.0,132.0,11.3,8.2,1329.0,138.0,4.4,4.3,1005.0,147.0,0,31.7
Pueblo,Pueblo,81007,23591.0,523.0,7,1.3,1841.0,269.0,25.2,10.2,1919.0,272.0,18.7,6.5,1521.0,297.0,13.5,6.9,1648.0,263.0,6.3,4.6,3976.0,277.0,2.9,1.8,4425.0,307.0,3.1,1.4,1774.0,233.0,2.6,2.5,2152.0,269.0,5,3.5,3058.0,246.0,2.2,2.6,1277.0,196.0,0,26.8
Pueblo,Pueblo,81008,8340.0,525.0,8.3,2.9,518.0,131.0,20,18.4,760.0,267.0,2.9,3.8,669.0,207.0,15.2,10.8,865.0,256.0,11.7,10.2,1053.0,196.0,7.7,8.2,1394.0,259.0,7.6,7.1,534.0,135.0,5.9,6.5,738.0,224.0,0,10.2,943.0,142.0,0,11.2,866.0,218.0,0,40.7
Pueblo,Pueblo,81009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pueblo,Pueblo,81010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pueblo,Pueblo,81011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pueblo,Pueblo,81012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado City,Pueblo,81019,1387.0,298.0,0.3,1.6,102.0,88.0,0,40.7,82.0,74.0,0,40.7,78.0,88.0,0,60.7,103.0,69.0,1.9,10,193.0,114.0,0,23.7,35.0,43.0,0,58.2,166.0,78.0,0,24.1,159.0,86.0,0,23.6,355.0,157.0,0,49.6,114.0,73.0,0,95
Aguilar,Las Animas,81020,669.0,147.0,14.2,10.2,47.0,33.0,100,100,38.0,38.0,0,59.4,22.0,31.0,0,60.7,8.0,9.0,0,100,97.0,55.0,6.9,7.5,119.0,51.0,25.8,27.7,46.0,29.0,7.4,15.1,56.0,27.0,0,79,155.0,57.0,20.6,32.6,81.0,37.0,0,100
Arlington,Kiowa,81021,10.0,10.0,0,100,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,7.0,10.0,0,100,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,3.0,4.0,-,**,0.0,11.0,-,**
Avondale,Pueblo,81022,1329.0,319.0,8.8,8.3,92.0,72.0,59.5,54.6,106.0,94.0,0,25.9,84.0,70.0,0,32,42.0,57.0,0,44,285.0,128.0,23.8,27.6,193.0,94.0,0,16.6,90.0,51.0,0,42.5,193.0,126.0,0,24.9,126.0,64.0,0,31.7,118.0,97.0,0,69.1
Beulah,Pueblo,81023,1105.0,247.0,1.8,2.3,55.0,49.0,0,62.2,26.0,30.0,0,55.9,67.0,66.0,-,**,10.0,15.0,0,90.1,193.0,152.0,2.2,4.8,224.0,80.0,0,15.8,93.0,59.0,0,38.1,198.0,102.0,6.9,13.6,133.0,57.0,0,73.6,106.0,42.0,0,59.4
Boncarbo,Las Animas,81024,136.0,89.0,0,36,0.0,11.0,-,**,11.0,16.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,10.0,13.0,-,**,79.0,73.0,0,47.5,10.0,14.0,-,**,10.0,14.0,0,90.1,10.0,14.0,0,90.1,6.0,8.0,0,100
Boone,Pueblo,81025,611.0,118.0,13.5,12.5,45.0,31.0,0,90.1,44.0,27.0,0,43,28.0,21.0,9.1,13.6,53.0,33.0,6.5,10.3,63.0,35.0,14.6,14.5,138.0,57.0,30.1,34.2,41.0,21.0,0,63.7,29.0,21.0,0,100,80.0,34.0,0,82.3,90.0,43.0,-,**
Branson,Las Animas,81027,99.0,29.0,3.3,5.1,0.0,11.0,-,**,0.0,11.0,-,**,10.0,10.0,0,100,9.0,7.0,0,100,6.0,5.0,0,100,10.0,7.0,20,29.7,8.0,6.0,0,100,23.0,17.0,0,95,22.0,16.0,0,71.2,11.0,8.0,0,100
Campo,Baca,81029,172.0,38.0,0,30.3,12.0,11.0,0,100,13.0,10.0,0,100,6.0,7.0,0,100,3.0,4.0,0,100,5.0,4.0,0,100,21.0,15.0,0,62.2,16.0,12.0,0,100,17.0,10.0,0,90.1,34.0,15.0,0,79,45.0,21.0,0,100
Cheraw,Otero,81030,139.0,51.0,21.8,13.3,9.0,11.0,-,**,12.0,16.0,0,82.3,13.0,14.0,53.8,53.8,11.0,11.0,63.6,55.9,15.0,14.0,0,95,17.0,14.0,0,76.1,34.0,20.0,22.7,29.6,9.0,9.0,0,100,11.0,9.0,0,100,8.0,10.0,-,**
Crowley,Crowley,81033,137.0,79.0,53.9,27.4,36.0,48.0,100,48.2,7.0,11.0,0,100,0.0,11.0,-,**,1.0,3.0,0,100,18.0,16.0,0,100,28.0,26.0,5.9,22.2,5.0,5.0,100,100,6.0,8.0,-,**,15.0,10.0,42.9,57.1,21.0,19.0,-,**
Crowley,Crowley,81034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eads,Kiowa,81036,837.0,93.0,5.6,4,78.0,45.0,0,45.6,67.0,45.0,0,43.5,51.0,29.0,0,43,39.0,21.0,0,45.6,108.0,41.0,18.5,14.7,129.0,47.0,7.4,9.8,72.0,32.0,0,36,65.0,23.0,4.2,5.3,106.0,43.0,0,49.6,122.0,40.0,0,95
Fort Lyon,Bent,81038,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**
Fowler,Otero,81039,1305.0,157.0,11.9,5.5,68.0,30.0,33.3,38.3,54.0,30.0,31.4,18.4,88.0,52.0,3.1,6.2,142.0,56.0,11.8,11.6,133.0,41.0,5.7,6.9,202.0,57.0,20.7,18.5,111.0,39.0,0,32.3,111.0,49.0,0,41.6,238.0,62.0,7.1,10.1,158.0,58.0,37.5,51.5
Gardner,Huerfano,81040,330.0,87.0,0,17.4,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,46.0,70.0,0,42,19.0,29.0,0,65.4,24.0,28.0,0,58.2,47.0,43.0,0,90.1,41.0,35.0,0,51.2,114.0,49.0,0,55.9,39.0,43.0,-,**
Granada,Prowers,81041,606.0,105.0,14.1,8.7,68.0,35.0,42.9,29,62.0,33.0,8.9,12.4,14.0,11.0,0,100,78.0,45.0,22.8,31.3,93.0,46.0,23.8,28.5,73.0,39.0,0,43,37.0,17.0,0,54.8,66.0,31.0,17.8,17.9,72.0,29.0,0,48.9,43.0,21.0,0,100
Hartman,Prowers,81043,33.0,18.0,16.7,22.1,0.0,11.0,-,**,4.0,6.0,100,100,0.0,11.0,-,**,7.0,8.0,0,100,7.0,9.0,0,100,5.0,7.0,0,100,6.0,6.0,0,100,0.0,11.0,-,**,2.0,5.0,0,100,2.0,3.0,0,100
Hasty,Bent,81044,250.0,76.0,2.3,3.8,11.0,11.0,100,100,1.0,3.0,-,**,22.0,24.0,0,73.6,13.0,18.0,0,100,51.0,34.0,0,45.1,30.0,23.0,0,100,52.0,41.0,0,39.9,6.0,7.0,-,**,45.0,27.0,0,100,19.0,14.0,0,100
Haswell,Kiowa,81045,55.0,17.0,0,50.4,2.0,3.0,0,100,2.0,4.0,0,100,2.0,3.0,0,100,0.0,11.0,-,**,10.0,10.0,0,100,5.0,5.0,0,100,12.0,13.0,0,90.1,3.0,3.0,0,100,10.0,7.0,0,100,9.0,6.0,-,**
Hoehne,Las Animas,81046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holly,Prowers,81047,1245.0,112.0,4.7,2.4,93.0,41.0,0,53.8,97.0,56.0,0,32.7,96.0,42.0,0,38.4,62.0,43.0,0,44,188.0,59.0,4.1,4.8,222.0,67.0,6.2,5.4,113.0,39.0,16.9,14.3,85.0,31.0,0,38.4,128.0,41.0,5,7.2,161.0,60.0,0,69.1
Kim,Las Animas,81049,235.0,49.0,0.8,1.6,6.0,6.0,0,100,10.0,10.0,0,100,0.0,11.0,-,**,7.0,6.0,0,100,24.0,21.0,0,60.7,40.0,19.0,2.5,5.2,28.0,14.0,0,60.7,9.0,11.0,0,100,75.0,23.0,0,63.7,36.0,15.0,0,100
La Junta,Otero,81050,7394.0,206.0,8.5,3,722.0,140.0,28.9,20,482.0,119.0,21.7,10.5,440.0,132.0,1.4,2.5,539.0,107.0,13.6,11.7,1123.0,166.0,7.8,5.8,1189.0,177.0,7.6,6.5,685.0,146.0,1.6,2,448.0,111.0,2.9,4.2,902.0,129.0,0,11.5,864.0,113.0,0,51.2
Lamar,Prowers,81052,6948.0,154.0,11.7,2.5,554.0,129.0,11,10.7,596.0,112.0,33.7,17.5,519.0,41.0,19.5,8.7,547.0,91.0,10.4,7.5,959.0,91.0,7,5.3,1110.0,102.0,3.9,3.2,599.0,112.0,16.3,14.7,609.0,124.0,11.2,8.4,821.0,61.0,0,11.7,634.0,61.0,0,46.2
Las Animas,Bent,81054,4278.0,144.0,10.1,6.2,80.0,62.0,76.9,76.4,141.0,69.0,0,60.7,547.0,124.0,9.8,13.4,564.0,147.0,1.5,4,766.0,135.0,16.5,15,742.0,129.0,14.6,14.2,341.0,73.0,7,10,292.0,67.0,6.9,10.6,495.0,50.0,2.1,4,310.0,46.0,0,100
La Veta,Huerfano,81055,1144.0,160.0,2.5,2.4,22.0,24.0,-,**,80.0,73.0,0,30.3,30.0,36.0,0,52,79.0,54.0,0,31.7,64.0,39.0,18.8,23.2,212.0,51.0,2,4.7,139.0,56.0,1.8,4.1,152.0,54.0,0,26.5,254.0,71.0,0,30.6,112.0,54.0,0,82.3
Mc Clave,Bent,81057,326.0,104.0,2.8,5.1,30.0,22.0,9.1,35.6,18.0,20.0,20,80,10.0,12.0,0,90.1,22.0,21.0,0,63.7,85.0,47.0,5.1,11.3,78.0,41.0,0,37.7,42.0,21.0,0,47.5,11.0,9.0,0,100,9.0,9.0,0,100,21.0,20.0,0,100
Manzanola,Otero,81058,744.0,117.0,14.9,8.3,60.0,32.0,100,90.1,35.0,22.0,54.2,47.6,37.0,25.0,27,32.5,50.0,36.0,34.3,38.7,95.0,41.0,3.6,5.1,147.0,55.0,0,27.2,86.0,25.0,8.2,13.1,79.0,25.0,3.3,9,97.0,34.0,0,62.2,58.0,21.0,50,50
Model,Las Animas,81059,547.0,355.0,10.1,14.6,10.0,11.0,0,100,0.0,11.0,-,**,118.0,106.0,-,**,32.0,61.0,-,**,114.0,92.0,0,100,127.0,81.0,0,71.2,41.0,30.0,0,82.3,62.0,34.0,28.6,37.1,25.0,30.0,0,100,18.0,19.0,0,100
Olney Springs,Crowley,81062,1941.0,309.0,35.7,14.9,171.0,115.0,71.1,46.3,245.0,115.0,45,35.6,171.0,74.0,12,21.7,186.0,86.0,15.8,29,359.0,126.0,56.9,31,309.0,105.0,32,31.5,125.0,52.0,0,43.5,214.0,61.0,0,38.8,113.0,82.0,30.8,49.9,48.0,19.0,-,**
Ordway,Crowley,81063,2265.0,299.0,18.4,7.4,152.0,75.0,74.2,34.4,389.0,186.0,33.2,22.6,174.0,89.0,3.6,6.7,98.0,43.0,0,60.7,274.0,71.0,16.5,17,549.0,136.0,11.9,8.3,142.0,72.0,3.1,7.7,121.0,58.0,0,41.6,199.0,63.0,0,57,167.0,38.0,0,100
Pritchett,Baca,81064,251.0,50.0,2.7,2.6,23.0,16.0,-,**,19.0,10.0,0,69.1,17.0,17.0,0,69.1,9.0,7.0,11.1,22,23.0,16.0,0,71.2,51.0,25.0,6.5,8.3,16.0,13.0,0,82.3,22.0,10.0,0,85.9,29.0,14.0,0,100,42.0,19.0,0,79
Rocky Ford,Otero,81067,4742.0,261.0,11.4,4.4,317.0,121.0,63.3,36.9,442.0,121.0,33.2,17,353.0,98.0,6.3,9.3,202.0,105.0,16.5,26.8,642.0,140.0,3.6,4.6,680.0,126.0,8.5,7.6,477.0,103.0,7.5,7.2,477.0,126.0,4.7,5.4,639.0,117.0,0,14.9,513.0,122.0,0,30.3
Rye,Pueblo,81069,1407.0,233.0,5.8,3.6,62.0,50.0,0,51.2,16.0,21.0,18.8,29.1,10.0,16.0,0,90.1,59.0,46.0,0,45.1,130.0,61.0,10.4,13,162.0,68.0,2.9,5,212.0,80.0,3,4.5,322.0,144.0,3.5,6.8,277.0,82.0,20,20.5,157.0,73.0,0,76.1
Sheridan Lake,Kiowa,81071,218.0,44.0,0,18.8,13.0,9.0,0,100,14.0,10.0,0,76.1,11.0,8.0,0,100,19.0,12.0,0,71.2,50.0,35.0,0,49.6,37.0,14.0,0,54.8,16.0,9.0,0,85.9,18.0,10.0,0,82.3,21.0,11.0,0,71.2,19.0,14.0,0,100
Springfield,Baca,81073,1548.0,99.0,5.5,2.1,102.0,35.0,0,45.1,70.0,25.0,9,13.6,88.0,26.0,0,35.3,105.0,27.0,8.5,12,214.0,47.0,11.6,7.8,186.0,39.0,4.9,5.1,157.0,35.0,0,20.7,123.0,31.0,12.7,12.7,218.0,31.0,0,37,285.0,50.0,0,48.2
Sugar City,Crowley,81076,504.0,187.0,28.2,19.2,107.0,90.0,12.5,23.7,35.0,46.0,100,50.4,17.0,20.0,0,100,28.0,35.0,0,100,31.0,27.0,0,58.2,44.0,28.0,0,47.5,49.0,42.0,0,44,22.0,15.0,27.3,40.3,140.0,101.0,63.8,14.4,31.0,18.0,-,**
Swink,Otero,81077,475.0,146.0,10.1,6.9,50.0,49.0,17.9,21.3,45.0,30.0,23.1,34.4,50.0,40.0,0,43.5,60.0,48.0,0,46.2,84.0,47.0,11.7,18.1,57.0,39.0,18.2,25.5,25.0,17.0,0,59.4,19.0,13.0,16.7,22.1,31.0,19.0,0,100,54.0,35.0,0,100
Trinchera,Las Animas,81081,39.0,20.0,5.3,14.9,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,1.0,2.0,0,100,9.0,6.0,0,95,10.0,11.0,16.7,36.4,11.0,13.0,0,100,8.0,6.0,0,100
Trinidad,Las Animas,81082,9622.0,286.0,7.7,2,610.0,99.0,22.7,13.3,831.0,99.0,10,8,715.0,85.0,4.9,4.2,645.0,56.0,7.7,5.3,1140.0,97.0,6.7,4.4,1332.0,103.0,5.5,3.9,932.0,121.0,9.2,6.1,949.0,134.0,1.9,3.3,1415.0,89.0,10.5,13,1053.0,61.0,0,27.7
Two Buttes,Baca,81084,105.0,50.0,0,29.5,0.0,11.0,-,**,6.0,5.0,-,**,9.0,10.0,0,95,3.0,5.0,0,100,41.0,39.0,0,44.5,17.0,14.0,0,69.1,5.0,5.0,0,100,11.0,10.0,0,100,7.0,6.0,0,100,6.0,5.0,-,**
Vilas,Baca,81087,127.0,37.0,2.6,6.2,1.0,3.0,-,**,2.0,4.0,0,100,6.0,9.0,-,**,13.0,13.0,0,82.3,39.0,23.0,6.1,13.6,6.0,5.0,0,100,8.0,8.0,0,100,18.0,16.0,0,69.1,13.0,12.0,0,100,21.0,18.0,-,**
Walsenburg,Huerfano,81089,3670.0,175.0,18.1,5.5,110.0,87.0,16.2,22.6,159.0,94.0,23.6,35.5,245.0,103.0,61.6,27.9,191.0,88.0,0,18.1,353.0,114.0,11.7,15,622.0,124.0,17.5,9.1,341.0,95.0,16.3,17.5,392.0,115.0,21.9,28.7,728.0,94.0,3.4,7.3,529.0,96.0,0,36.7
Walsh,Baca,81090,819.0,109.0,2.2,2.7,60.0,30.0,0,76.1,56.0,26.0,19.6,22.8,36.0,22.0,0,50.4,51.0,26.0,0,47.5,51.0,25.0,0,60.7,159.0,49.0,0,17.9,79.0,35.0,0,37,90.0,32.0,0,39.5,128.0,29.0,0,35.3,109.0,39.0,0,60.7
Weston,Las Animas,81091,595.0,138.0,11.4,7.5,18.0,16.0,0,100,0.0,11.0,-,**,35.0,25.0,0,48.2,21.0,19.0,100,73.6,68.0,38.0,26.5,34.8,126.0,48.0,3.1,4.9,48.0,29.0,12.5,16.2,103.0,43.0,5.9,9.5,128.0,52.0,0,55.9,48.0,26.0,0,100
Wiley,Prowers,81092,658.0,94.0,4.6,4.8,34.0,24.0,0,100,59.0,41.0,0,37,44.0,36.0,0,45.6,46.0,31.0,21.7,30.8,111.0,46.0,2.9,6.1,88.0,36.0,8.2,11.6,113.0,38.0,2.3,4.5,40.0,26.0,0,62.2,64.0,25.0,0,65.4,59.0,25.0,0,100
Alamosa,Alamosa,81101,12173.0,199.0,8.6,3.3,1164.0,221.0,27.8,19.5,2132.0,220.0,11.6,7.6,1067.0,45.0,9.9,8.4,897.0,115.0,5,5.6,1535.0,165.0,3.8,2.9,1714.0,133.0,5.7,6.2,890.0,151.0,1.8,2.6,824.0,159.0,5.4,5.9,1168.0,55.0,5.6,8.4,782.0,38.0,0,46.2
Alamosa,Alamosa,81102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antonito,Conejos,81120,1603.0,168.0,16.1,6.3,78.0,35.0,0,58.2,150.0,62.0,55.9,30,89.0,40.0,28.6,26.5,90.0,33.0,17.6,20.2,166.0,51.0,6.7,9,276.0,67.0,0,16.5,166.0,42.0,30.8,18.1,151.0,51.0,0,34.6,284.0,57.0,0,33.9,153.0,40.0,0,76.1
Arboles,Archuleta,81121,270.0,57.0,15.5,14.8,0.0,11.0,-,**,7.0,11.0,0,100,15.0,15.0,54.5,54.5,0.0,11.0,-,**,6.0,9.0,0,100,42.0,23.0,21.1,32.7,47.0,29.0,0,53.8,58.0,27.0,29.2,28.3,63.0,24.0,0,73.6,32.0,21.0,-,**
Bayfield,La Plata,81122,6631.0,473.0,4.8,2.4,406.0,161.0,17.9,24.8,230.0,116.0,0,13.8,378.0,161.0,3.1,4.9,658.0,178.0,1.1,1.1,1103.0,240.0,3.5,4.7,1221.0,244.0,7.3,5.2,740.0,197.0,5.9,6.5,731.0,209.0,5.5,7.1,794.0,146.0,7.5,9.4,370.0,125.0,0,63.7
Blanca,Costilla,81123,775.0,152.0,9.6,7.6,65.0,41.0,0,49.6,33.0,21.0,22.2,29.3,92.0,60.0,20.5,22.7,60.0,36.0,14.3,22.8,66.0,34.0,0,42,162.0,50.0,15,19.6,80.0,41.0,0,38.1,54.0,26.0,0,48.2,91.0,28.0,0,46.2,72.0,22.0,0,100
Capulin,Conejos,81124,78.0,60.0,0,90.1,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,5.0,7.0,0,100,19.0,20.0,0,100,1.0,3.0,-,**,2.0,5.0,-,**,1.0,4.0,-,**,30.0,30.0,-,**,20.0,28.0,-,**
Center,Rio Grande,81125,2528.0,216.0,7.3,4.4,223.0,58.0,21.7,24.6,235.0,84.0,6.1,9,180.0,56.0,0,20.3,209.0,77.0,11.6,17.8,303.0,98.0,9.4,13.1,457.0,80.0,9.5,7.8,256.0,53.0,2.1,3.5,206.0,70.0,2.8,6.2,284.0,89.0,0,33,175.0,50.0,0,58.2
Chama,Costilla,81126,202.0,89.0,0,48.9,13.0,23.0,0,79,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,32.0,36.0,0,82.3,27.0,38.0,-,**,39.0,33.0,-,**,78.0,34.0,0,95,13.0,14.0,-,**
Chimney Rock,Archuleta,81127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chromo,Archuleta,81128,118.0,78.0,54.5,52.1,12.0,20.0,-,**,0.0,11.0,-,**,18.0,30.0,100,67.2,28.0,38.0,-,**,0.0,11.0,-,**,11.0,19.0,0,100,0.0,11.0,-,**,17.0,15.0,-,**,32.0,27.0,0,95,0.0,11.0,-,**
Conejos,Conejos,81129,63.0,43.0,50,22.2,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,6.0,9.0,-,**,15.0,16.0,-,**,10.0,9.0,0,100,0.0,11.0,-,**,18.0,19.0,100,100,14.0,11.0,-,**
Creede,Mineral,81130,742.0,84.0,1.5,1.7,10.0,11.0,-,**,11.0,15.0,0,85.9,19.0,16.0,0,73.6,17.0,12.0,0,90.1,85.0,41.0,0,29.7,94.0,32.0,6.9,7.4,85.0,22.0,0,35.6,120.0,30.0,0,38.8,181.0,39.0,0,59.4,120.0,38.0,0,82.3
Crestone,Saguache,81131,936.0,165.0,9.5,7.1,0.0,11.0,-,**,0.0,11.0,-,**,44.0,34.0,100,54.8,64.0,31.0,0,42.5,145.0,63.0,7.2,12.1,135.0,56.0,0,23.6,103.0,55.0,0,45.1,252.0,93.0,10.5,13.5,186.0,66.0,0,48.9,7.0,8.0,-,**
Del Norte,Rio Grande,81132,2757.0,237.0,9.3,3.3,165.0,88.0,0,100,297.0,97.0,24,16.2,148.0,65.0,3.1,4.7,197.0,68.0,13.6,13.3,333.0,86.0,6.4,5.2,467.0,102.0,4.1,3.2,281.0,87.0,5.7,6.7,193.0,53.0,10.4,14.6,350.0,84.0,2.4,4,326.0,94.0,19.4,33.1
Fort Garland,Costilla,81133,825.0,141.0,14.1,10.2,74.0,45.0,0,38.4,72.0,42.0,33.3,40.7,6.0,11.0,0,100,29.0,39.0,76.5,47.1,17.0,18.0,0,69.1,138.0,60.0,23.6,30.4,115.0,38.0,0,34.3,85.0,28.0,0,51.2,181.0,45.0,36,42,108.0,28.0,0,58.2
Garcia,Costilla,81134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homelake,Rio Grande,81135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hooper,Alamosa,81136,102.0,42.0,0,43,6.0,9.0,0,100,0.0,11.0,-,**,3.0,4.0,0,100,5.0,6.0,0,100,4.0,9.0,-,**,12.0,12.0,0,95,17.0,16.0,0,73.6,18.0,15.0,0,100,16.0,15.0,0,100,21.0,18.0,-,**
Ignacio,La Plata,81137,4650.0,294.0,6.5,1.7,314.0,79.0,19,11.3,326.0,90.0,14.3,10.5,342.0,85.0,6.1,4,278.0,57.0,7.3,5.9,635.0,103.0,5.8,3.7,1016.0,130.0,4.3,2.7,439.0,71.0,6.8,5,529.0,78.0,4.5,3.4,493.0,81.0,0,21.3,278.0,57.0,0,71.2
Jaroso,Costilla,81138,59.0,34.0,0,45.1,0.0,11.0,-,**,0.0,11.0,-,**,13.0,22.0,0,79,0.0,11.0,-,**,16.0,25.0,0,71.2,4.0,7.0,0,100,7.0,12.0,0,100,15.0,15.0,-,**,0.0,11.0,-,**,4.0,7.0,-,**
La Jara,Conejos,81140,2016.0,217.0,10.7,5.1,132.0,62.0,53.2,38.9,145.0,63.0,10.2,16.6,188.0,65.0,0,20.6,170.0,48.0,21.6,15.6,212.0,71.0,7.8,12.4,227.0,67.0,14.9,13.9,183.0,76.0,3.3,5.3,258.0,91.0,0,26.3,284.0,57.0,0,41.6,217.0,74.0,0,45.1
Manassa,Conejos,81141,1078.0,167.0,8.3,4.3,148.0,59.0,30.6,28.2,94.0,49.0,12.3,17.8,67.0,29.0,0,38.1,53.0,20.0,26.2,25.3,156.0,69.0,0,22.5,156.0,55.0,3.2,6.2,112.0,48.0,12.9,11.7,84.0,28.0,4.8,7.6,105.0,40.0,0,85.9,103.0,40.0,0,100
Moffat,Saguache,81143,591.0,110.0,18.7,10.8,45.0,33.0,-,**,10.0,15.0,-,**,9.0,12.0,100,95,19.0,16.0,33.3,46.8,58.0,28.0,16.1,28,130.0,53.0,7.2,13,89.0,43.0,0,36.7,53.0,33.0,36.8,46.7,119.0,41.0,51.7,41.4,59.0,31.0,0,100
Monte Vista,Rio Grande,81144,5242.0,254.0,8.1,3.6,351.0,88.0,5.5,8.5,413.0,157.0,0,7.6,448.0,141.0,4.2,7,357.0,126.0,10.2,12.2,857.0,122.0,5.2,5.4,826.0,123.0,19.7,13.5,607.0,152.0,10.6,11.3,336.0,118.0,0,15.4,603.0,102.0,0,19.2,444.0,94.0,0,100
Mosca,Alamosa,81146,448.0,111.0,11.3,6,58.0,47.0,0,52.9,38.0,32.0,12.5,24.3,30.0,16.0,39.3,31.3,11.0,10.0,0,85.9,83.0,44.0,19.8,18.2,72.0,36.0,3.2,4.7,22.0,20.0,0,100,50.0,21.0,3.7,14.9,60.0,21.0,0,62.2,24.0,17.0,0,100
Pagosa Springs,Archuleta,81147,9809.0,151.0,6,2.4,459.0,149.0,16.7,16.9,790.0,159.0,9.7,11.2,368.0,102.0,0,8.5,575.0,101.0,4.4,5.2,1199.0,115.0,4.7,4.7,1566.0,111.0,6.3,5.3,1132.0,146.0,3.4,3.7,1216.0,153.0,5.1,5.8,1722.0,64.0,10.3,13.8,782.0,71.0,0,36
Romeo,Conejos,81148,274.0,61.0,19.3,11.6,30.0,19.0,0,100,39.0,20.0,9.7,14.6,27.0,20.0,82.6,26,12.0,13.0,0,100,35.0,14.0,12.5,16.9,44.0,18.0,5.6,13.2,29.0,14.0,0,79,10.0,9.0,0,100,11.0,11.0,0,100,37.0,23.0,0,100
